Optimizer,lr,wd,curv,surrogate,Avg Epoch Time (s),Final Train MSE,Final Val MSE,Test MSE,Test RMSE,Test MAE,Test R²,Dir Acc (%)
Roaree,0.01,0.1,10,atan,0.24715869767325266,0.0015600464539602399,0.0011789083946496248,0.0014783880061378853,0.038449811522787536,0.031214656058206645,-5.845305872992843,62.0
Roaree,0.0001,0,100,atan,0.25077804308088997,0.029004110023379326,0.040196508169174194,0.05318284423297696,0.23061405905316562,0.21179248574005421,-245.2498575874583,66.0
Roaree,0.0001,0.001,100,atan,0.24750716724092997,0.02900417521595955,0.04019644483923912,0.05318256800349623,0.23061346015247294,0.21179237971829232,-245.2485785759411,66.0
Roaree,0.0001,0.01,100,atan,0.24474047100733196,0.029002312570810318,0.04019305109977722,0.05317740514176518,0.23060226612452267,0.21178428965436275,-245.22467323608294,66.0
Roaree,0.0001,0.1,100,atan,0.24732563230726454,0.028996886685490608,0.04017544537782669,0.053144764072581924,0.2305314817385728,0.21174789623172935,-245.07353692974573,66.0
Roaree,0.001,0,100,atan,0.24504747844877697,0.0017918559024110436,0.0013979024952277541,0.0018229156945449617,0.0426956168071731,0.034938903439118284,-7.440555157395957,62.0
Roaree,0.001,0.001,100,atan,0.24460627540709481,0.001791544840671122,0.0013976660557091236,0.0018224911082829226,0.042690644271115456,0.03493464021690072,-7.438589216911414,62.0
Roaree,0.001,0.01,100,atan,0.24454547866942392,0.0017888769507408142,0.0013956474140286446,0.0018187916176242097,0.042647293203956216,0.034897633581216204,-7.421459650770435,62.0
Roaree,0.001,0.1,100,atan,0.24733554749261766,0.0017623730236664414,0.0013755627442151308,0.0017821774857438458,0.042215844013164604,0.03452886236345278,-7.251927071397079,62.0
Roaree,0.01,0,100,atan,0.2459827226305765,0.034434724599123,0.03398031368851662,0.030810560739724862,0.1755293728688303,0.1632763403438561,-141.660594854806,32.0
Roaree,0.01,0.001,100,atan,0.24457064507499574,0.034368645399808884,0.03390727564692497,0.030750149131779484,0.17535720439086466,0.1631180282885738,-141.3808740149801,32.0
Roaree,0.01,0.01,100,atan,0.24386805958218044,0.03377857059240341,0.033256012946367264,0.030212086763100984,0.173816244244032,0.1616998266632267,-138.8895108024407,32.0
Roaree,0.01,0.1,100,atan,0.24980256292555067,0.0282359030097723,0.027231287211179733,0.025297878583998144,0.15905306845200487,0.14809443309568684,-116.13549902078353,32.0
Roaree,0.0001,0,1000,atan,0.24687288677881633,0.08634044229984283,0.10202501714229584,0.12112535049902876,0.34803067465243454,0.33643500993775177,-559.8406383824426,66.0
Roaree,0.0001,0.001,1000,atan,0.24388850302923293,0.08633995056152344,0.10202401876449585,0.12112398541119455,0.34802871348668135,0.33643326769398496,-559.834317684676,66.0
Roaree,0.0001,0.01,1000,atan,0.24439063904777406,0.08633376657962799,0.10201522707939148,0.1211127466282108,0.34801256676765396,0.3364186405651455,-559.7822793112283,66.0
Roaree,0.0001,0.1,1000,atan,0.2518756805904328,0.08628460019826889,0.1019355058670044,0.12100706485106809,0.34786069747970677,0.33628220672534753,-559.2929462763688,66.0
Roaree,0.001,0,1000,atan,0.24689646372719418,0.0029712107498198748,0.003149313386529684,0.004873505292797024,0.06981049557764953,0.0617182000241108,-21.565547247637582,65.0
